played_at,artist,track,ms_played,skipped
2025-04-30T19:11:00Z,Fela Kuti,Water No Get Enemy,248405,false
2025-04-30T18:13:00Z,Fela Kuti,Water No Get Enemy,255998,false
2025-05-01T17:12:00Z,Caroline Polachek,Bunny Is a Rider,213403,false
2025-05-01T17:15:00Z,Nala Sinephro,Space 1.8,116113,false
2025-05-02T07:23:00Z,Caroline Polachek,Bunny Is a Rider,217660,false
2025-05-02T18:57:00Z,Sault,Wildfires,139970,false
2025-05-02T22:44:00Z,Nala Sinephro,Space 1.8,21673,true
2025-05-02T07:21:00Z,Sault,Wildfires,330934,false
2025-05-03T13:29:00Z,Nala Sinephro,Space 1.8,164980,false
2025-05-03T14:48:00Z,Nala Sinephro,Space 1.8,30341,true
2025-05-04T12:03:00Z,Fela Kuti,Water No Get Enemy,351679,false
2025-05-04T17:35:00Z,Caroline Polachek,Bunny Is a Rider,107930,false
2025-05-04T22:59:00Z,Khruangbin,(Zhao’s Theme),134161,false
2025-05-04T20:24:00Z,Fela Kuti,Water No Get Enemy,27360,true
2025-05-04T11:39:00Z,Björk,Hyperballad,201013,false
2025-05-05T10:02:00Z,Caroline Polachek,Bunny Is a Rider,137651,false
2025-05-05T07:46:00Z,Khruangbin,(Zhao’s Theme),129002,false
2025-05-05T13:54:00Z,Sault,Wildfires,344290,false
2025-05-06T07:27:00Z,Nala Sinephro,Space 1.8,247784,false
2025-05-06T16:01:00Z,Khruangbin,(Zhao’s Theme),294664,false
2025-05-06T22:25:00Z,Nala Sinephro,Space 1.8,111603,false
2025-05-06T21:09:00Z,Mdou Moctar,Afrique Victime,11480,true
2025-05-06T16:35:00Z,Nala Sinephro,Space 1.8,325830,false
2025-05-06T18:25:00Z,Mdou Moctar,Afrique Victime,204083,false
2025-05-09T19:55:00Z,Fela Kuti,Water No Get Enemy,188127,false
2025-05-10T22:12:00Z,Tirzah,Devotion,231795,false
2025-05-10T16:00:00Z,Sault,Wildfires,96829,false
2025-05-10T21:32:00Z,Khruangbin,(Zhao’s Theme),307973,false
2025-05-10T08:42:00Z,Tirzah,Devotion,12686,true
2025-05-10T16:38:00Z,Fela Kuti,Water No Get Enemy,11674,true
2025-05-10T09:42:00Z,Björk,Hyperballad,326213,false
2025-05-12T14:06:00Z,Sault,Wildfires,92500,false
2025-05-13T22:29:00Z,Tirzah,Devotion,258199,false
2025-05-13T11:49:00Z,Sault,Wildfires,26258,true
2025-05-13T15:17:00Z,Khruangbin,(Zhao’s Theme),110178,false
2025-05-13T14:40:00Z,Tirzah,Devotion,347735,false
2025-05-13T07:23:00Z,Mdou Moctar,Afrique Victime,148044,false
2025-05-14T12:22:00Z,Nala Sinephro,Space 1.8,139878,false
2025-05-15T23:14:00Z,Mdou Moctar,Afrique Victime,5815,true
2025-05-15T09:12:00Z,Khruangbin,(Zhao’s Theme),214244,false
2025-05-15T19:09:00Z,Sault,Wildfires,311831,false
2025-05-16T20:17:00Z,Björk,Hyperballad,34481,true
2025-05-16T16:55:00Z,Caroline Polachek,Bunny Is a Rider,18489,true
2025-05-16T07:17:00Z,Tirzah,Devotion,305048,false
2025-05-16T13:04:00Z,Tirzah,Devotion,29723,true
2025-05-16T07:40:00Z,Björk,Hyperballad,20032,true
2025-05-16T17:03:00Z,Mdou Moctar,Afrique Victime,326371,false
2025-05-17T13:00:00Z,Sault,Wildfires,32993,true
2025-05-17T14:47:00Z,Sault,Wildfires,258501,false
2025-05-18T22:45:00Z,Sault,Wildfires,299588,false
2025-05-18T11:55:00Z,Caroline Polachek,Bunny Is a Rider,111057,false
2025-05-18T14:14:00Z,Fela Kuti,Water No Get Enemy,117552,false
2025-05-18T21:43:00Z,Fela Kuti,Water No Get Enemy,304208,false
2025-05-18T12:10:00Z,Caroline Polachek,Bunny Is a Rider,3049,true
2025-05-19T19:34:00Z,Nala Sinephro,Space 1.8,196989,false
2025-05-19T23:45:00Z,Fela Kuti,Water No Get Enemy,264032,false
2025-05-19T20:24:00Z,Sault,Wildfires,293631,false
2025-05-19T19:23:00Z,Khruangbin,(Zhao’s Theme),193262,false
2025-05-20T16:18:00Z,Nala Sinephro,Space 1.8,371256,false
2025-05-20T15:41:00Z,Björk,Hyperballad,13525,true
2025-05-20T08:16:00Z,Tirzah,Devotion,163678,false
2025-05-20T10:41:00Z,Caroline Polachek,Bunny Is a Rider,184618,false
2025-05-20T16:50:00Z,Khruangbin,(Zhao’s Theme),25514,true
2025-05-21T10:22:00Z,Nala Sinephro,Space 1.8,355638,false
2025-05-21T22:55:00Z,Tirzah,Devotion,223651,false
2025-05-21T11:29:00Z,Mdou Moctar,Afrique Victime,231767,false
2025-05-21T08:11:00Z,Caroline Polachek,Bunny Is a Rider,340441,false
2025-05-22T21:11:00Z,Tirzah,Devotion,15513,true
2025-05-24T18:58:00Z,Mdou Moctar,Afrique Victime,114428,false
2025-05-25T21:24:00Z,Mdou Moctar,Afrique Victime,33485,true
2025-05-25T22:17:00Z,Tirzah,Devotion,293902,false
2025-05-25T11:19:00Z,Sault,Wildfires,355263,false
2025-05-26T23:18:00Z,Björk,Hyperballad,103464,false
2025-05-26T08:17:00Z,Nala Sinephro,Space 1.8,271328,false
2025-05-26T08:15:00Z,Khruangbin,(Zhao’s Theme),276726,false
2025-05-26T20:57:00Z,Caroline Polachek,Bunny Is a Rider,196470,false
2025-05-27T23:46:00Z,Sault,Wildfires,297417,false
2025-05-27T07:42:00Z,Nala Sinephro,Space 1.8,301760,false
2025-05-27T22:11:00Z,Fela Kuti,Water No Get Enemy,315696,false
2025-05-27T12:58:00Z,Tirzah,Devotion,372392,false
2025-05-27T07:03:00Z,Mdou Moctar,Afrique Victime,156655,false
2025-05-28T12:03:00Z,Tirzah,Devotion,184450,false
2025-05-28T19:55:00Z,Khruangbin,(Zhao’s Theme),174566,false
2025-05-28T14:52:00Z,Tirzah,Devotion,254711,false
2025-05-28T20:37:00Z,Mdou Moctar,Afrique Victime,99265,false
2025-05-29T16:52:00Z,Mdou Moctar,Afrique Victime,101872,false
2025-05-29T17:14:00Z,Tirzah,Devotion,103051,false
2025-05-29T10:06:00Z,Björk,Hyperballad,311236,false
2025-05-30T12:45:00Z,Khruangbin,(Zhao’s Theme),150390,false
2025-05-30T14:03:00Z,Fela Kuti,Water No Get Enemy,120346,false
2025-05-31T07:07:00Z,Khruangbin,(Zhao’s Theme),118752,false
2025-05-31T18:17:00Z,Fela Kuti,Water No Get Enemy,331038,false
2025-06-01T13:28:00Z,Björk,Hyperballad,30224,true
2025-06-01T10:39:00Z,Caroline Polachek,Bunny Is a Rider,31400,true
2025-06-01T10:32:00Z,Fela Kuti,Water No Get Enemy,276170,false
2025-06-01T12:08:00Z,Björk,Hyperballad,218586,false
2025-06-01T11:48:00Z,Caroline Polachek,Bunny Is a Rider,263368,false
2025-06-02T17:23:00Z,Tirzah,Devotion,5500,true
2025-06-02T20:49:00Z,Björk,Hyperballad,317804,false
2025-06-02T15:42:00Z,Tirzah,Devotion,364116,false
2025-06-03T17:13:00Z,Khruangbin,(Zhao’s Theme),184514,false
2025-06-03T20:33:00Z,Sault,Wildfires,294765,false
2025-06-03T13:01:00Z,Björk,Hyperballad,137364,false
2025-06-03T11:15:00Z,Caroline Polachek,Bunny Is a Rider,203779,false
2025-06-03T13:27:00Z,Tirzah,Devotion,139551,false
2025-06-03T19:41:00Z,Björk,Hyperballad,195690,false
2025-06-04T14:09:00Z,Fela Kuti,Water No Get Enemy,38413,true
2025-06-06T10:20:00Z,Khruangbin,(Zhao’s Theme),375952,false
2025-06-06T17:56:00Z,Caroline Polachek,Bunny Is a Rider,278545,false
2025-06-06T17:38:00Z,Tirzah,Devotion,170866,false
2025-06-07T21:38:00Z,Björk,Hyperballad,245213,false
2025-06-07T07:15:00Z,Björk,Hyperballad,245368,false
2025-06-07T12:07:00Z,Caroline Polachek,Bunny Is a Rider,296645,false
2025-06-07T07:10:00Z,Khruangbin,(Zhao’s Theme),199834,false
2025-06-07T19:50:00Z,Khruangbin,(Zhao’s Theme),145132,false
2025-06-07T16:46:00Z,Tirzah,Devotion,20723,true
2025-06-08T19:39:00Z,Sault,Wildfires,256451,false
2025-06-08T14:54:00Z,Björk,Hyperballad,103473,false
2025-06-09T21:48:00Z,Fela Kuti,Water No Get Enemy,141341,false
2025-06-09T15:19:00Z,Nala Sinephro,Space 1.8,175432,false
2025-06-09T11:00:00Z,Björk,Hyperballad,249606,false
2025-06-09T13:01:00Z,Tirzah,Devotion,171065,false
2025-06-09T16:12:00Z,Nala Sinephro,Space 1.8,319771,false
2025-06-09T21:00:00Z,Fela Kuti,Water No Get Enemy,30126,true
2025-06-10T22:19:00Z,Fela Kuti,Water No Get Enemy,140890,false
2025-06-12T18:08:00Z,Khruangbin,(Zhao’s Theme),215619,false
2025-06-12T09:43:00Z,Khruangbin,(Zhao’s Theme),313641,false
2025-06-12T20:18:00Z,Nala Sinephro,Space 1.8,160807,false
2025-06-12T11:42:00Z,Mdou Moctar,Afrique Victime,6878,true
2025-06-12T16:36:00Z,Mdou Moctar,Afrique Victime,374741,false
2025-06-12T09:35:00Z,Mdou Moctar,Afrique Victime,166074,false
2025-06-13T07:44:00Z,Fela Kuti,Water No Get Enemy,208196,false
2025-06-13T20:45:00Z,Mdou Moctar,Afrique Victime,6323,true
2025-06-13T16:29:00Z,Khruangbin,(Zhao’s Theme),32784,true
2025-06-14T18:09:00Z,Mdou Moctar,Afrique Victime,156807,false
2025-06-14T22:01:00Z,Tirzah,Devotion,238902,false
2025-06-14T18:59:00Z,Sault,Wildfires,240722,false
2025-06-14T15:40:00Z,Khruangbin,(Zhao’s Theme),270876,false
2025-06-15T09:16:00Z,Björk,Hyperballad,33159,true
2025-06-15T07:14:00Z,Mdou Moctar,Afrique Victime,31085,true
2025-06-15T21:23:00Z,Tirzah,Devotion,369995,false
2025-06-15T22:29:00Z,Khruangbin,(Zhao’s Theme),202032,false
2025-06-15T13:32:00Z,Mdou Moctar,Afrique Victime,138578,false
2025-06-16T23:58:00Z,Khruangbin,(Zhao’s Theme),274010,false
2025-06-16T19:48:00Z,Khruangbin,(Zhao’s Theme),147010,false
2025-06-16T22:24:00Z,Khruangbin,(Zhao’s Theme),324674,false
2025-06-16T21:59:00Z,Björk,Hyperballad,101549,false
2025-06-16T15:00:00Z,Khruangbin,(Zhao’s Theme),135165,false
2025-06-16T12:32:00Z,Sault,Wildfires,228680,false
2025-06-17T10:47:00Z,Khruangbin,(Zhao’s Theme),20684,true
2025-06-17T19:38:00Z,Caroline Polachek,Bunny Is a Rider,377634,false
2025-06-17T09:08:00Z,Khruangbin,(Zhao’s Theme),217032,false
2025-06-17T23:44:00Z,Sault,Wildfires,362679,false
2025-06-17T11:14:00Z,Sault,Wildfires,358221,false
2025-06-17T23:51:00Z,Tirzah,Devotion,282085,false
2025-06-18T21:48:00Z,Tirzah,Devotion,144716,false
2025-06-18T13:26:00Z,Tirzah,Devotion,220246,false
2025-06-19T22:57:00Z,Björk,Hyperballad,315408,false
2025-06-19T11:23:00Z,Björk,Hyperballad,36193,true
2025-06-19T19:33:00Z,Caroline Polachek,Bunny Is a Rider,234779,false
2025-06-19T11:06:00Z,Nala Sinephro,Space 1.8,14037,true
2025-06-19T20:42:00Z,Björk,Hyperballad,307281,false
2025-06-19T10:46:00Z,Björk,Hyperballad,107078,false
2025-06-21T15:26:00Z,Sault,Wildfires,96053,false
2025-06-21T09:18:00Z,Mdou Moctar,Afrique Victime,212766,false
2025-06-21T21:13:00Z,Khruangbin,(Zhao’s Theme),208388,false
2025-06-22T13:08:00Z,Mdou Moctar,Afrique Victime,123155,false
2025-06-22T13:23:00Z,Mdou Moctar,Afrique Victime,208580,false
2025-06-22T23:00:00Z,Tirzah,Devotion,282296,false
2025-06-22T13:12:00Z,Tirzah,Devotion,127980,false
2025-06-22T22:13:00Z,Caroline Polachek,Bunny Is a Rider,104055,false
2025-06-22T09:12:00Z,Fela Kuti,Water No Get Enemy,24546,true
2025-06-23T23:36:00Z,Nala Sinephro,Space 1.8,275853,false
2025-06-23T14:17:00Z,Björk,Hyperballad,293614,false
2025-06-23T12:56:00Z,Björk,Hyperballad,255593,false
2025-06-23T18:25:00Z,Khruangbin,(Zhao’s Theme),108119,false
2025-06-23T08:53:00Z,Fela Kuti,Water No Get Enemy,312204,false
2025-06-23T07:25:00Z,Sault,Wildfires,118827,false
2025-06-25T19:38:00Z,Björk,Hyperballad,131802,false
2025-06-25T17:40:00Z,Mdou Moctar,Afrique Victime,320127,false
2025-06-25T11:21:00Z,Nala Sinephro,Space 1.8,97084,false
2025-06-25T15:03:00Z,Mdou Moctar,Afrique Victime,22983,true
2025-06-25T08:46:00Z,Tirzah,Devotion,117040,false
2025-06-26T09:36:00Z,Sault,Wildfires,151524,false
2025-06-26T15:44:00Z,Mdou Moctar,Afrique Victime,39110,true
2025-06-26T15:04:00Z,Fela Kuti,Water No Get Enemy,184023,false
2025-06-26T20:50:00Z,Fela Kuti,Water No Get Enemy,320146,false
2025-06-26T11:43:00Z,Sault,Wildfires,337949,false
2025-06-26T23:24:00Z,Khruangbin,(Zhao’s Theme),259478,false
2025-06-27T22:49:00Z,Sault,Wildfires,343534,false
2025-06-27T22:40:00Z,Björk,Hyperballad,240562,false
2025-06-27T10:01:00Z,Fela Kuti,Water No Get Enemy,367653,false
2025-06-28T17:57:00Z,Sault,Wildfires,232029,false
2025-06-28T23:33:00Z,Tirzah,Devotion,124087,false
2025-06-30T21:00:00Z,Fela Kuti,Water No Get Enemy,139438,false
2025-06-30T11:19:00Z,Khruangbin,(Zhao’s Theme),319185,false
2025-06-30T12:25:00Z,Tirzah,Devotion,33590,true
2025-06-30T12:30:00Z,Björk,Hyperballad,119613,false
2025-07-01T10:38:00Z,Khruangbin,(Zhao’s Theme),137193,false
2025-07-01T17:17:00Z,Fela Kuti,Water No Get Enemy,27184,true
2025-07-01T20:11:00Z,Mdou Moctar,Afrique Victime,378850,false
2025-07-04T16:38:00Z,Sault,Wildfires,137531,false
2025-07-04T09:51:00Z,Tirzah,Devotion,182410,false
2025-07-04T21:07:00Z,Sault,Wildfires,20465,true
2025-07-04T09:31:00Z,Caroline Polachek,Bunny Is a Rider,301870,false
2025-07-04T10:06:00Z,Tirzah,Devotion,224099,false
2025-07-05T20:33:00Z,Fela Kuti,Water No Get Enemy,317317,false
2025-07-07T20:18:00Z,Sault,Wildfires,36806,true
2025-07-07T16:04:00Z,Khruangbin,(Zhao’s Theme),230874,false
2025-07-07T21:52:00Z,Sault,Wildfires,138256,false
2025-07-07T07:59:00Z,Mdou Moctar,Afrique Victime,143152,false
2025-07-08T20:53:00Z,Sault,Wildfires,149990,false
2025-07-09T23:12:00Z,Khruangbin,(Zhao’s Theme),111449,false
2025-07-09T21:24:00Z,Mdou Moctar,Afrique Victime,336902,false
2025-07-09T08:02:00Z,Khruangbin,(Zhao’s Theme),135660,false
2025-07-10T21:44:00Z,Sault,Wildfires,290713,false
2025-07-10T21:27:00Z,Björk,Hyperballad,285922,false
2025-07-10T10:56:00Z,Nala Sinephro,Space 1.8,337127,false
2025-07-12T12:56:00Z,Caroline Polachek,Bunny Is a Rider,270398,false
2025-07-13T21:47:00Z,Khruangbin,(Zhao’s Theme),19766,true
2025-07-13T13:56:00Z,Nala Sinephro,Space 1.8,190542,false
2025-07-14T15:09:00Z,Caroline Polachek,Bunny Is a Rider,248916,false
2025-07-14T15:42:00Z,Khruangbin,(Zhao’s Theme),106923,false
2025-07-15T22:02:00Z,Tirzah,Devotion,33260,true
2025-07-15T12:12:00Z,Björk,Hyperballad,27087,true
2025-07-15T10:44:00Z,Khruangbin,(Zhao’s Theme),139041,false
2025-07-15T07:14:00Z,Sault,Wildfires,213573,false
2025-07-15T17:44:00Z,Nala Sinephro,Space 1.8,33270,true
2025-07-15T14:33:00Z,Björk,Hyperballad,166610,false
2025-07-16T14:07:00Z,Mdou Moctar,Afrique Victime,33016,true
2025-07-16T14:24:00Z,Sault,Wildfires,189983,false
2025-07-16T18:49:00Z,Fela Kuti,Water No Get Enemy,339099,false
2025-07-16T22:59:00Z,Fela Kuti,Water No Get Enemy,232257,false
2025-07-17T09:12:00Z,Caroline Polachek,Bunny Is a Rider,342933,false
2025-07-17T23:09:00Z,Sault,Wildfires,229774,false
2025-07-17T14:36:00Z,Tirzah,Devotion,257363,false
2025-07-18T14:14:00Z,Nala Sinephro,Space 1.8,271385,false
2025-07-18T15:25:00Z,Sault,Wildfires,326591,false
2025-07-18T22:24:00Z,Mdou Moctar,Afrique Victime,274170,false
2025-07-18T15:29:00Z,Nala Sinephro,Space 1.8,218172,false
2025-07-19T22:46:00Z,Björk,Hyperballad,375516,false
2025-07-19T16:48:00Z,Björk,Hyperballad,246105,false
2025-07-19T12:29:00Z,Caroline Polachek,Bunny Is a Rider,233511,false
