id,day,merchant,category,amt
630,2025-09-06,Spotify,subscriptions,4.12
631,2025-09-07,Trainline,transport,5.67
632,2025-09-08,Nando’s,food,-85.07
633,2025-09-08,Uniqlo,shopping,60.17
634,2025-09-08,Deliveroo,food,19.61
635,2025-09-09,Sainsbury’s,groceries,57.59
636,2025-09-09,Boots,health,33.2
637,2025-09-10,Uniqlo,shopping,48.04
638,2025-09-10,Netflix,subscriptions,19.25
639,2025-09-10,Uniqlo,shopping,81.87
640,2025-09-11,Trainline,transport,15.31
641,2025-09-11,Shell,transport,16.98
642,2025-09-11,Netflix,subscriptions,16.39
643,2025-09-11,Pret A Manger,food,20.92
644,2025-09-12,PureGym,health,20.49
645,2025-09-12,Spotify,subscriptions,17.59
646,2025-09-12,Shell,transport,16.15
647,2025-09-12,TfL Oyster,transport,14.9
648,2025-09-13,Spotify,subscriptions,-38.72
649,2025-09-13,Trainline,transport,19.21
650,2025-09-14,Tesco,groceries,78.78
651,2025-09-14,Sainsbury’s,groceries,-19.28
652,2025-09-14,Trainline,transport,13.58
653,2025-09-15,Boots,health,17.01
654,2025-09-15,Shell,transport,18.32
655,2025-09-15,Deliveroo,food,20.8
656,2025-09-16,Uber,transport,22.09
657,2025-09-17,Sainsbury’s,groceries,22.95
658,2025-09-18,PureGym,health,25.55
659,2025-09-18,Boots,health,28.96
660,2025-09-18,Shell,transport,17.48
661,2025-09-19,PureGym,health,31.62
662,2025-09-19,Sainsbury’s,groceries,25.38
663,2025-09-19,Pret A Manger,food,26.45
664,2025-09-20,Spotify,subscriptions,16.17
665,2025-09-20,Shell,transport,19.37
666,2025-09-20,Trainline,transport,5.75
667,2025-09-21,Uber,transport,21.21
668,2025-09-21,PureGym,health,39.42
669,2025-09-22,Deliveroo,food,25.8
670,2025-09-23,Tesco,groceries,54.42
671,2025-09-23,Deliveroo,food,7.94
672,2025-09-23,Sainsbury’s,groceries,64.82
673,2025-09-23,Deliveroo,food,33.8
674,2025-09-24,Boots,health,52.95
675,2025-09-25,Shell,transport,9.97
676,2025-09-25,Pret A Manger,food,9.75
677,2025-09-25,PureGym,health,55.01
678,2025-09-26,Uber,transport,10.17
679,2025-09-26,Trainline,transport,18.05
680,2025-09-26,Boots,health,20.15
681,2025-09-26,Boots,health,28.25
682,2025-09-27,Uniqlo,shopping,-45.78
683,2025-09-27,Pret A Manger,food,14.51
684,2025-09-27,Trainline,transport,-44.9
685,2025-09-27,Boots,health,38.64
686,2025-09-28,Tesco,groceries,50.42
687,2025-09-28,TfL Oyster,transport,-16.51
688,2025-09-29,Nando’s,food,15.82
689,2025-09-29,Shell,transport,12.56
690,2025-09-29,PureGym,health,39.66
691,2025-09-30,Pret A Manger,food,-47.25
692,2025-09-30,Uniqlo,shopping,65.2
693,2025-09-30,Tesco,groceries,38.93
694,2025-09-30,Boots,health,55.23
695,2025-10-01,Nando’s,food,31.64
696,2025-10-01,Trainline,transport,11.99
697,2025-10-02,Pret A Manger,food,27.63
698,2025-10-02,Uniqlo,shopping,56.59
699,2025-10-02,Shell,transport,7.97
700,2025-10-02,Trainline,transport,20.66
701,2025-10-03,Tesco,groceries,32.75
702,2025-10-03,Deliveroo,food,20.75
703,2025-10-03,Deliveroo,food,19.47
704,2025-10-04,Netflix,subscriptions,16.8
705,2025-10-04,Amazon,shopping,60.02
706,2025-10-04,Pret A Manger,food,9.32
707,2025-10-05,Shell,transport,11.08
708,2025-10-05,Pret A Manger,food,25.81
709,2025-10-05,Uber,transport,21.74
710,2025-10-06,Trainline,transport,7.5
711,2025-10-06,Nando’s,food,-67.84
712,2025-10-07,Deliveroo,food,13.11
713,2025-10-07,Sainsbury’s,groceries,78.57
714,2025-10-07,Boots,health,14.62
715,2025-10-07,Nando’s,food,32.73
716,2025-10-08,Sainsbury’s,groceries,50.56
717,2025-10-09,Tesco,groceries,62.22
718,2025-10-09,Deliveroo,food,20.7
719,2025-10-09,Nando’s,food,34.06
720,2025-10-09,Nando’s,food,28.67
721,2025-10-10,Trainline,transport,11.68
722,2025-10-10,Shell,transport,19.34
723,2025-10-10,Spotify,subscriptions,15.62
724,2025-10-10,TfL Oyster,transport,17.04
725,2025-10-11,Sainsbury’s,groceries,45.91
726,2025-10-11,Amazon,shopping,102.06
727,2025-10-12,Boots,health,53.45
728,2025-10-13,Uniqlo,shopping,57.47
729,2025-10-14,Sainsbury’s,groceries,68.51
730,2025-10-14,PureGym,health,52.12
731,2025-10-14,Spotify,subscriptions,9.29
732,2025-10-15,TfL Oyster,transport,19.65
733,2025-10-15,Nando’s,food,24.01
734,2025-10-15,Deliveroo,food,27
735,2025-10-15,Netflix,subscriptions,20.14
736,2025-10-16,Pret A Manger,food,19.79
737,2025-10-16,Tesco,groceries,44.06
738,2025-10-17,Nando’s,food,17.46
739,2025-10-17,Uber,transport,14.57
740,2025-10-18,Nando’s,food,29.83
741,2025-10-18,Sainsbury’s,groceries,33.38
742,2025-10-19,Spotify,subscriptions,-53.07
743,2025-10-20,Shell,transport,12.99
744,2025-10-20,TfL Oyster,transport,12.85
745,2025-10-21,Netflix,subscriptions,19.7
746,2025-10-21,PureGym,health,48.14
747,2025-10-21,Tesco,groceries,76.55
748,2025-10-21,TfL Oyster,transport,8.09
749,2025-10-22,Uber,transport,21.27
750,2025-10-22,Tesco,groceries,56.09
751,2025-10-22,Tesco,groceries,44.58
752,2025-10-22,Uber,transport,14.74
753,2025-10-23,Uber,transport,9.22
754,2025-10-23,Spotify,subscriptions,3.92
755,2025-10-23,Deliveroo,food,21.13
756,2025-10-23,Uniqlo,shopping,33.01
757,2025-10-24,Uniqlo,shopping,20.58
758,2025-10-24,Spotify,subscriptions,14.17
759,2025-10-24,Boots,health,28.58
760,2025-10-24,Boots,health,50.59
761,2025-10-25,Pret A Manger,food,25.77
762,2025-10-25,TfL Oyster,transport,19.24
763,2025-10-25,Sainsbury’s,groceries,19.46
764,2025-10-26,Spotify,subscriptions,18.94
765,2025-10-27,Shell,transport,18.76
766,2025-10-27,Deliveroo,food,12.04
767,2025-10-28,PureGym,health,44.46
768,2025-10-28,PureGym,health,48.66
769,2025-10-28,Uber,transport,21.09
770,2025-10-29,Tesco,groceries,28.44
771,2025-10-29,Shell,transport,18.66
772,2025-10-30,Uber,transport,18.55
773,2025-10-31,TfL Oyster,transport,20.47
774,2025-10-31,Netflix,subscriptions,5.55
775,2025-10-31,Trainline,transport,15.46
776,2025-11-01,Boots,health,50.26
777,2025-11-01,Uber,transport,14.25
778,2025-11-01,Shell,transport,22.51
779,2025-11-01,Tesco,groceries,43.81
780,2025-11-02,Tesco,groceries,37.39
781,2025-11-02,TfL Oyster,transport,12.58
782,2025-11-02,Trainline,transport,12.76
783,2025-11-02,Uber,transport,17.34
784,2025-11-03,Trainline,transport,17.98
785,2025-11-03,Pret A Manger,food,30.94
786,2025-11-04,Trainline,transport,18.37
787,2025-11-04,Nando’s,food,9.26
788,2025-11-04,Nando’s,food,9.26
789,2025-11-05,Spotify,subscriptions,19
790,2025-11-05,TfL Oyster,transport,13.01
791,2025-11-05,Amazon,shopping,-71.43
792,2025-11-05,Boots,health,56.21
793,2025-11-06,Sainsbury’s,groceries,71.25
794,2025-11-06,Spotify,subscriptions,7.86
795,2025-11-06,Netflix,subscriptions,8.19
796,2025-11-06,Uniqlo,shopping,46.88
797,2025-11-07,Uniqlo,shopping,62.48
798,2025-11-07,Shell,transport,9.61
799,2025-11-07,Uber,transport,20.25
800,2025-11-07,Sainsbury’s,groceries,54.4
801,2025-11-08,TfL Oyster,transport,11.16
802,2025-11-08,PureGym,health,19.76
803,2025-11-08,Sainsbury’s,groceries,36.74
804,2025-11-08,Boots,health,36.22
805,2025-11-09,Uber,transport,22.39
806,2025-11-09,TfL Oyster,transport,16.82
807,2025-11-09,Deliveroo,food,16.77
808,2025-11-10,TfL Oyster,transport,21.63
809,2025-11-10,Shell,transport,18.88
810,2025-11-10,Tesco,groceries,63.21
811,2025-11-11,Shell,transport,6.26
812,2025-11-11,Boots,health,21.86
813,2025-11-11,Tesco,groceries,26.69
814,2025-11-12,Uber,transport,17.48
815,2025-11-12,Nando’s,food,16.71
816,2025-11-12,Boots,health,49.93
817,2025-11-13,Amazon,shopping,78.98
818,2025-11-13,Boots,health,15.6
819,2025-11-14,TfL Oyster,transport,7.36
820,2025-11-15,Uniqlo,shopping,23.98
821,2025-11-15,Tesco,groceries,62.06
822,2025-11-15,Spotify,subscriptions,20.34
823,2025-11-16,Trainline,transport,20.77
824,2025-11-17,PureGym,health,47.57
825,2025-11-17,Tesco,groceries,59.1
826,2025-11-18,PureGym,health,41.37
827,2025-11-18,Uber,transport,15.71
828,2025-11-18,Spotify,subscriptions,11.2
829,2025-11-19,Uber,transport,5.77
830,2025-11-19,Spotify,subscriptions,5.15
831,2025-11-19,Shell,transport,18.12
832,2025-11-20,Nando’s,food,7.1
833,2025-11-20,Uber,transport,5.22
834,2025-11-21,Sainsbury’s,groceries,49.69
835,2025-11-21,Shell,transport,5.81
836,2025-11-21,Amazon,shopping,60.32
837,2025-11-22,Trainline,transport,9.96
838,2025-11-23,Uniqlo,shopping,50.97
839,2025-11-23,Uniqlo,shopping,-61.31
840,2025-11-24,Amazon,shopping,60.83
841,2025-11-24,PureGym,health,35.15
842,2025-11-24,Spotify,subscriptions,10.27
843,2025-11-25,Nando’s,food,12.14
844,2025-11-25,Uber,transport,-50.96
845,2025-11-25,Tesco,groceries,41.97
846,2025-11-26,Boots,health,24.56
847,2025-11-26,Trainline,transport,20.27
848,2025-11-27,Boots,health,55.32
849,2025-11-27,Boots,health,18.78
850,2025-11-28,Trainline,transport,19.95
851,2025-11-28,Trainline,transport,5.68
852,2025-11-28,Tesco,groceries,18.31
853,2025-11-29,Uber,transport,17.14
854,2025-11-29,Deliveroo,food,26.8
855,2025-11-29,Tesco,groceries,30.97
856,2025-11-30,Deliveroo,food,28.63
857,2025-11-30,TfL Oyster,transport,20.66
858,2025-11-30,Pret A Manger,food,21.6
859,2025-11-30,Sainsbury’s,groceries,25.84
860,2025-12-01,Netflix,subscriptions,16.44
861,2025-12-01,Tesco,groceries,25.95
862,2025-12-01,TfL Oyster,transport,14.3
863,2025-12-01,Tesco,groceries,33.66
864,2025-12-02,Boots,health,23.62
865,2025-12-02,Shell,transport,14.23
866,2025-12-02,TfL Oyster,transport,12.91
867,2025-12-03,Shell,transport,8.51
868,2025-12-04,Spotify,subscriptions,20.63
869,2025-12-04,Tesco,groceries,78.53
870,2025-12-04,Nando’s,food,-29.18
871,2025-12-04,Spotify,subscriptions,8.13
872,2025-12-05,PureGym,health,22.92
873,2025-12-05,Shell,transport,18.1
874,2025-12-05,Nando’s,food,9.38
875,2025-12-05,Trainline,transport,21.75
876,2025-12-06,Netflix,subscriptions,18.13
877,2025-12-07,Deliveroo,food,10.96
878,2025-12-07,Nando’s,food,24.09
879,2025-12-07,Boots,health,56.32
880,2025-12-08,PureGym,health,20.81
881,2025-12-08,Trainline,transport,8.54
882,2025-12-08,Nando’s,food,27.36
883,2025-12-08,Tesco,groceries,45.64
884,2025-12-09,Deliveroo,food,15.66
885,2025-12-09,TfL Oyster,transport,20.6
886,2025-12-10,Trainline,transport,20.16
887,2025-12-10,Uniqlo,shopping,24.65
888,2025-12-10,Deliveroo,food,23.65
889,2025-12-10,Sainsbury’s,groceries,61.6
890,2025-12-11,Sainsbury’s,groceries,20.3
891,2025-12-11,Uniqlo,shopping,28.71
892,2025-12-11,Uber,transport,-20.89
893,2025-12-11,Netflix,subscriptions,18.14
894,2025-12-12,Deliveroo,food,20.02
895,2025-12-13,Spotify,subscriptions,8.79
896,2025-12-14,PureGym,health,51.29
897,2025-12-15,Trainline,transport,17.9
898,2025-12-15,Uber,transport,21.37
899,2025-12-15,TfL Oyster,transport,22.3
900,2025-12-16,Tesco,groceries,62.56
901,2025-12-16,Sainsbury’s,groceries,24.39
902,2025-12-16,Deliveroo,food,12.66
903,2025-12-17,Netflix,subscriptions,9.86
904,2025-12-17,TfL Oyster,transport,13.32
905,2025-12-18,Sainsbury’s,groceries,58.93
906,2025-12-18,Deliveroo,food,17.26
907,2025-12-19,Uber,transport,8.55
908,2025-12-20,Sainsbury’s,groceries,64.17
909,2025-12-20,Tesco,groceries,64.66
910,2025-12-20,Shell,transport,-40.12
911,2025-12-21,Boots,health,13.08
912,2025-12-21,Trainline,transport,18.2
913,2025-12-21,Trainline,transport,7.76
914,2025-12-22,Deliveroo,food,25.6
915,2025-12-22,Shell,transport,14.2
916,2025-12-23,Amazon,shopping,-49.78
917,2025-12-24,Pret A Manger,food,22.34
918,2025-12-25,Netflix,subscriptions,9.86
919,2025-12-25,PureGym,health,46.45
920,2025-12-26,Netflix,subscriptions,4.04
921,2025-12-26,Trainline,transport,16.88
922,2025-12-26,Uniqlo,shopping,59.96
923,2025-12-26,Spotify,subscriptions,17.57
924,2025-12-27,TfL Oyster,transport,22.38
925,2025-12-27,PureGym,health,21.41
926,2025-12-27,Netflix,subscriptions,15.8
927,2025-12-27,Uber,transport,17.46
928,2025-12-28,Uber,transport,20.52
929,2025-12-28,Netflix,subscriptions,4.62
930,2025-12-28,Boots,health,21.61
931,2025-12-29,Amazon,shopping,31.75
932,2025-12-29,Spotify,subscriptions,11.52
933,2025-12-29,Uniqlo,shopping,33.24
934,2025-12-29,Boots,health,18.93
935,2025-12-30,Amazon,shopping,36.67
936,2025-12-30,Pret A Manger,food,21.62
937,2025-12-30,Uber,transport,16.59
938,2025-12-30,Nando’s,food,31.9
939,2025-12-31,Spotify,subscriptions,14.73
940,2025-12-31,Uber,transport,18.42
941,2025-12-31,Trainline,transport,20.08
